order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
1214,211,63,Matar Paneer,13-10-2024,16:46:16,Delivered,579.25
1215,487,108,Tandoori Chicken,28-07-2024,16:12:08,Cancelled,408.54
1216,804,124,Biryani,16-08-2024,19:34:25,Delivered,589.84
1217,555,110,Fish Curry,24-04-2025,08:16:48,Cancelled,849.94
1218,171,85,Hyderabadi Biryani,11-01-2025,15:00:43,Cancelled,918.08
1219,112,101,Fish Curry,05-04-2025,00:53:45,Cancelled,556.92
1220,750,16,Butter Chicken,22-03-2025,12:00:25,Cancelled,454.82
1221,366,180,Baingan Bharta,08-07-2025,14:15:08,Cancelled,747.51
1222,226,181,Kadhi Pakora,20-03-2025,06:34:50,Delivered,166.32
1223,842,195,Tandoori Chicken,19-03-2025,02:23:17,Delivered,144.89
1224,139,125,Dhokla,06-04-2025,17:17:06,Cancelled,650.42
1225,823,42,Pav Bhaji,17-03-2025,19:46:11,Delivered,301.25
1226,785,144,Hyderabadi Biryani,22-11-2024,02:38:34,Cancelled,418.17
1227,20,94,Paneer Tikka,11-11-2024,22:10:23,Delivered,523.6
1228,33,123,Aloo Paratha,10-01-2025,08:30:12,Cancelled,562.19
1229,194,135,Idli Sambhar,07-09-2024,06:39:08,Delivered,745.96
1230,126,154,Rogan Josh,04-10-2024,17:53:38,Delivered,684.03
1231,756,116,Rajma Chawal,08-03-2025,23:50:15,Delivered,789.17
1232,76,159,Palak Paneer,06-10-2024,19:39:40,Cancelled,735.93
1233,358,85,Dhokla,28-08-2024,05:16:45,Delivered,291.69
1234,997,111,Paneer Tikka,08-07-2025,19:54:11,Cancelled,506.41
1235,461,49,Baingan Bharta,05-11-2024,09:14:20,Delivered,779.61
1236,912,57,Dhokla,07-11-2024,19:27:00,Delivered,277.21
1237,234,127,Rogan Josh,12-04-2025,10:03:21,Delivered,379.19
1238,939,49,Dhokla,21-10-2024,01:17:10,Delivered,400.87
1239,607,146,Hyderabadi Biryani,23-02-2025,10:17:55,Cancelled,433.35
1240,251,122,Korma,29-09-2024,09:43:29,Delivered,153.7
1241,978,54,Chole Bhature,28-03-2025,13:35:52,Cancelled,754.83
1242,422,7,Appam with Stew,21-04-2025,11:44:43,Delivered,345.63
1243,293,150,Litti Chokha,18-12-2024,07:28:00,Delivered,208.01
1244,815,79,Vada Pav,05-08-2024,13:37:49,Cancelled,669.17
1245,889,110,Aloo Paratha,06-05-2025,08:07:55,Delivered,275.66
1246,504,99,Vada Pav,04-10-2024,02:45:46,Cancelled,159.54
1247,743,117,Dhokla,16-12-2024,06:49:53,Delivered,351.52
1248,190,170,Tandoori Chicken,10-12-2024,06:44:05,Delivered,833.4
1249,920,118,Paneer Tikka,21-12-2024,16:23:12,Delivered,586.62
1250,797,164,Fish Curry,01-07-2025,13:14:47,Delivered,820.15
1251,761,46,Pav Bhaji,08-12-2024,22:09:53,Delivered,879.36
1252,492,4,Appam with Stew,19-06-2025,14:26:33,Cancelled,523.47
1253,550,4,Chole Bhature,25-11-2024,23:03:40,Delivered,505.25
1254,409,27,Tandoori Chicken,22-11-2024,04:22:02,Delivered,691.59
1255,950,27,Baingan Bharta,24-12-2024,03:39:00,Delivered,865.11
1256,443,91,Palak Paneer,23-06-2025,05:05:45,Delivered,941.63
1257,326,12,Rajma Chawal,09-09-2024,19:38:54,Cancelled,776.94
1258,677,63,Fish Curry,08-11-2024,06:47:25,Cancelled,323.84
1259,305,153,Palak Paneer,09-06-2025,10:50:25,Delivered,948.53
1260,768,1,Kadhi Pakora,05-08-2024,15:03:38,Cancelled,693.49
1261,568,175,Kebabs,26-05-2025,01:45:46,Delivered,428.57
1262,595,72,Kadhi Pakora,05-08-2024,07:37:21,Delivered,928.16
1263,445,110,Chole Bhature,30-06-2025,12:09:18,Delivered,706.93
1264,549,184,Biryani,30-08-2024,04:47:52,Delivered,498.15
1265,411,120,Rajma Chawal,06-09-2024,04:49:43,Delivered,527.68
1266,236,36,Hyderabadi Biryani,29-11-2024,10:39:24,Delivered,680.44
1267,273,68,Korma,19-04-2025,04:51:59,Delivered,891.54
1268,133,108,Vada Pav,31-08-2024,09:09:35,Cancelled,224.75
1269,607,50,Fish Curry,02-05-2025,16:11:17,Delivered,734.15
1270,96,149,Pav Bhaji,12-08-2024,19:31:47,Delivered,929.74
1271,686,184,Masala Dosa,07-08-2024,01:27:04,Delivered,237.55
1272,866,75,Appam with Stew,04-12-2024,00:07:28,Delivered,378.88
1273,954,42,Biryani,05-06-2025,12:23:45,Delivered,871.31
1274,803,164,Masala Dosa,26-03-2025,13:48:24,Delivered,249.82
1275,155,179,Rogan Josh,01-01-2025,03:11:15,Delivered,536.76
1276,174,167,Rogan Josh,04-02-2025,06:07:47,Delivered,848
1277,579,192,Idli Sambhar,14-04-2025,02:39:15,Delivered,754.43
1278,751,35,Kadhi Pakora,24-04-2025,00:39:58,Delivered,877.37
1279,393,118,Palak Paneer,27-03-2025,01:10:59,Delivered,422.84
1280,520,86,Dhokla,18-04-2025,01:27:25,Cancelled,973.97
1281,893,143,Rogan Josh,05-03-2025,01:45:57,Delivered,456.23
1282,840,175,Appam with Stew,07-12-2024,20:42:08,Delivered,188.32
1283,120,135,Matar Paneer,09-12-2024,16:27:17,Cancelled,376.46
1284,332,91,Kadhi Pakora,25-11-2024,09:21:48,Delivered,947.57
1285,425,146,Butter Chicken,28-09-2024,08:44:04,Cancelled,755.85
1286,894,15,Rogan Josh,07-01-2025,13:14:31,Cancelled,970.01
1287,274,185,Aloo Paratha,28-03-2025,18:54:20,Delivered,243.4
1288,3,155,Korma,16-05-2025,18:06:23,Delivered,380.65
1289,846,48,Rajma Chawal,10-07-2025,11:44:52,Delivered,413
1290,802,10,Palak Paneer,17-12-2024,20:33:53,Cancelled,222.32
1291,807,97,Appam with Stew,30-03-2025,08:27:47,Delivered,252.65
1292,277,192,Pesarattu,24-08-2024,10:35:12,Delivered,249.7
1293,522,57,Kebabs,19-05-2025,17:16:26,Cancelled,585.13
1294,768,198,Hyderabadi Biryani,02-07-2025,10:58:36,Cancelled,996.36
1295,213,155,Paneer Tikka,07-04-2025,15:19:54,Delivered,254.12
1296,876,181,Tandoori Chicken,29-06-2025,06:28:15,Delivered,513.79
1297,729,11,Baingan Bharta,24-08-2024,02:57:11,Delivered,490.95
1298,71,21,Masala Dosa,13-08-2024,10:45:50,Delivered,227.93
1299,444,126,Matar Paneer,06-11-2024,10:22:06,Cancelled,921.62
1300,176,152,Idli Sambhar,09-08-2024,05:56:55,Delivered,494.42
1301,682,191,Palak Paneer,09-09-2024,18:02:07,Delivered,185.19
1302,392,184,Palak Paneer,20-01-2025,12:14:45,Delivered,193.76
1303,189,6,Chole Bhature,05-08-2024,17:00:24,Cancelled,350.57
1304,994,72,Biryani,21-06-2025,01:20:35,Delivered,871.23
1305,923,20,Aloo Paratha,24-07-2025,17:20:13,Cancelled,682.52
1306,825,89,Kebabs,10-10-2024,22:12:02,Cancelled,617.99
1307,10,56,Chicken Tikka Masala,07-09-2024,10:18:31,Delivered,708.75
1308,469,105,Matar Paneer,09-02-2025,18:45:20,Delivered,736.19
1309,509,162,Appam with Stew,27-11-2024,19:46:23,Delivered,205.51
1310,319,200,Kadhi Pakora,31-07-2024,14:20:28,Cancelled,472.53
1311,335,86,Vada Pav,18-12-2024,10:44:01,Delivered,130.78
1312,115,71,Aloo Paratha,16-03-2025,21:13:07,Delivered,848
1313,548,130,Rajma Chawal,25-05-2025,07:25:02,Delivered,893.2
1314,534,75,Biryani,16-10-2024,21:28:49,Cancelled,807.05
1315,40,117,Palak Paneer,09-01-2025,12:29:14,Delivered,202.51
1316,972,48,Pav Bhaji,30-04-2025,19:14:48,Cancelled,742
1317,434,161,Kadhi Pakora,29-03-2025,10:42:00,Cancelled,286.33
1318,102,67,Palak Paneer,14-08-2024,21:09:48,Cancelled,322.28
1319,936,200,Chicken Tikka Masala,14-06-2025,14:59:02,Delivered,456.23
1320,281,27,Rogan Josh,06-02-2025,21:32:17,Delivered,468.43
1321,217,193,Pesarattu,30-07-2024,18:55:09,Delivered,420.03
1322,758,89,Palak Paneer,05-02-2025,04:34:44,Cancelled,602.37
1323,356,181,Rogan Josh,24-04-2025,21:26:05,Cancelled,513.01
1324,362,71,Pav Bhaji,09-07-2025,22:15:58,Delivered,341.7
1325,627,177,Korma,10-12-2024,12:38:50,Cancelled,994.6
1326,816,28,Chicken Tikka Masala,07-01-2025,12:27:20,Delivered,278.71
1327,182,138,Litti Chokha,16-07-2025,18:34:35,Delivered,736.04
1328,746,116,Kadhi Pakora,29-10-2024,00:08:01,Cancelled,215.42
1329,822,94,Hyderabadi Biryani,08-11-2024,14:46:40,Delivered,928.02
1330,615,161,Baingan Bharta,30-04-2025,06:24:29,Delivered,609.79
1331,616,46,Masala Dosa,06-11-2024,10:22:27,Cancelled,623.15
1332,562,115,Butter Chicken,10-05-2025,08:03:15,Cancelled,299.72
1333,515,31,Biryani,06-11-2024,17:10:25,Delivered,766.71
1334,575,126,Pav Bhaji,12-03-2025,08:30:13,Cancelled,878.83
1335,64,25,Masala Dosa,21-08-2024,07:43:04,Cancelled,378.93
1336,314,78,Biryani,07-10-2024,14:49:07,Cancelled,194.11
1337,600,102,Fish Curry,16-07-2025,11:12:21,Cancelled,522.26
1338,32,51,Vada Pav,14-01-2025,02:22:01,Delivered,730.7
1339,17,108,Rogan Josh,15-03-2025,04:11:34,Delivered,872.17
1340,761,143,Vada Pav,12-07-2025,12:56:46,Delivered,354.9
1341,625,188,Litti Chokha,19-09-2024,16:13:59,Delivered,803.06
1342,935,36,Chole Bhature,21-04-2025,12:35:11,Cancelled,723.23
1343,85,139,Vada Pav,10-10-2024,00:36:06,Delivered,869.33
1344,460,30,Biryani,27-04-2025,01:21:18,Delivered,842
1345,780,40,Masala Dosa,13-04-2025,08:46:26,Delivered,844.6
1346,726,187,Litti Chokha,23-03-2025,13:18:36,Delivered,757.48
1347,299,39,Hyderabadi Biryani,20-09-2024,08:52:48,Delivered,310.66
1348,183,29,Korma,10-02-2025,13:21:22,Cancelled,713.42
1349,788,43,Rajma Chawal,30-05-2025,20:50:53,Cancelled,327.69
1350,884,111,Rogan Josh,14-08-2024,11:56:10,Cancelled,202.43
1351,993,42,Vada Pav,24-08-2024,09:22:21,Cancelled,933.43
1352,860,14,Chole Bhature,10-02-2025,13:58:34,Delivered,229.21
1353,758,178,Dhokla,12-03-2025,13:03:30,Delivered,841.17
1354,15,176,Baingan Bharta,18-11-2024,13:58:24,Delivered,226.81
1355,407,122,Pav Bhaji,07-01-2025,00:49:37,Delivered,558.5
1356,397,17,Dhokla,17-03-2025,13:12:09,Delivered,567.65
1357,528,101,Korma,12-12-2024,08:42:31,Delivered,658.52
1358,245,49,Tandoori Chicken,15-02-2025,13:17:14,Delivered,162.24
1359,307,90,Biryani,25-11-2024,17:16:09,Cancelled,146.54
1360,482,68,Paneer Tikka,07-02-2025,17:55:18,Delivered,832.52
1361,317,121,Tandoori Chicken,28-02-2025,04:03:18,Delivered,999.06
1362,923,82,Baingan Bharta,17-04-2025,10:17:26,Delivered,619.47
1363,438,29,Aloo Paratha,27-09-2024,00:20:06,Cancelled,788.13
1364,452,181,Matar Paneer,08-11-2024,09:46:32,Delivered,993.13
1365,542,73,Kebabs,12-01-2025,04:25:19,Delivered,273.14
1366,685,78,Chole Bhature,05-10-2024,01:46:32,Delivered,216.26
1367,807,41,Dhokla,19-09-2024,02:06:33,Delivered,417.54
1368,544,183,Chicken Tikka Masala,28-02-2025,06:38:22,Cancelled,865.78
1369,535,122,Pav Bhaji,18-03-2025,09:13:24,Delivered,986.16
1370,892,59,Appam with Stew,21-04-2025,20:24:11,Cancelled,441.56
1371,467,7,Kebabs,15-02-2025,03:03:17,Delivered,708.46
1372,458,175,Pav Bhaji,11-04-2025,06:44:20,Delivered,567.3
1373,758,129,Pav Bhaji,29-08-2024,23:59:26,Cancelled,355.03
1374,434,148,Appam with Stew,20-10-2024,22:12:24,Cancelled,794.53
1375,171,194,Kadhi Pakora,26-09-2024,21:10:33,Delivered,191.94
1376,606,103,Masala Dosa,04-06-2025,19:31:08,Delivered,855.23
1377,725,5,Aloo Paratha,13-10-2024,08:06:38,Cancelled,150.89
1378,511,10,Appam with Stew,14-04-2025,18:31:11,Cancelled,158.65
1379,77,78,Appam with Stew,22-06-2025,04:31:49,Cancelled,167.09
1380,700,97,Rajma Chawal,25-01-2025,08:32:54,Cancelled,537.87
1381,770,31,Chole Bhature,17-03-2025,23:22:03,Cancelled,826.85
1382,188,114,Rajma Chawal,26-09-2024,15:05:59,Delivered,629.57
1383,332,175,Tandoori Chicken,08-11-2024,08:50:11,Delivered,369.48
1384,360,162,Fish Curry,09-01-2025,13:30:46,Delivered,907.28
1385,720,176,Butter Chicken,01-03-2025,17:50:58,Cancelled,595.32
1386,913,186,Dhokla,15-07-2025,01:59:36,Delivered,123.96
1387,603,68,Paneer Tikka,08-12-2024,08:02:09,Delivered,285.83
1388,986,184,Korma,14-04-2025,20:00:42,Delivered,904.32
1389,315,148,Litti Chokha,15-03-2025,17:41:55,Delivered,238.81
1390,178,40,Dhokla,09-11-2024,22:53:53,Cancelled,808.19
1391,37,160,Chole Bhature,30-12-2024,13:26:35,Delivered,817.23
1392,471,34,Dhokla,09-02-2025,20:11:09,Cancelled,130.81
1393,26,59,Matar Paneer,09-09-2024,14:57:50,Delivered,384.02
1394,865,84,Pav Bhaji,08-01-2025,12:07:49,Cancelled,979.67
1395,936,113,Aloo Paratha,20-03-2025,14:43:13,Cancelled,687.48
1396,704,127,Hyderabadi Biryani,25-01-2025,09:34:21,Delivered,498.87
1397,391,34,Kadhi Pakora,27-12-2024,04:55:42,Delivered,587.99
1398,149,20,Korma,02-05-2025,07:41:05,Delivered,523.13
1399,277,4,Aloo Paratha,26-03-2025,01:40:12,Delivered,793.76
1400,556,8,Korma,27-05-2025,11:26:08,Cancelled,295.71
1401,212,79,Vada Pav,24-09-2024,11:35:28,Cancelled,936.17
1402,229,121,Masala Dosa,16-05-2025,09:56:29,Delivered,382.54
1403,310,122,Rajma Chawal,12-01-2025,07:09:56,Cancelled,885.4
1404,548,87,Masala Dosa,11-07-2025,12:29:19,Cancelled,648.47
1405,275,44,Korma,14-08-2024,23:43:00,Delivered,197.32
1406,165,107,Aloo Paratha,06-01-2025,00:33:57,Delivered,254.34
1407,94,177,Paneer Tikka,06-11-2024,03:09:48,Cancelled,225.18
1408,403,10,Kadhi Pakora,02-10-2024,02:10:43,Cancelled,147.79
1409,53,108,Korma,02-10-2024,07:49:09,Delivered,340.03
1410,282,59,Idli Sambhar,15-06-2025,06:48:31,Delivered,322.13
1411,410,94,Appam with Stew,08-01-2025,22:02:41,Delivered,102
1412,353,128,Korma,05-04-2025,19:28:54,Delivered,267.43
1413,272,89,Vada Pav,24-11-2024,04:42:10,Delivered,368.77
1414,973,16,Baingan Bharta,21-05-2025,06:19:58,Delivered,757.19
1415,999,154,Kebabs,23-11-2024,06:32:22,Delivered,330.27
1416,41,199,Kadhi Pakora,27-03-2025,19:10:04,Delivered,729.07
1417,126,61,Kadhi Pakora,22-02-2025,10:07:18,Delivered,894.86
1418,499,9,Hyderabadi Biryani,07-01-2025,01:27:29,Delivered,719.92
1419,526,54,Butter Chicken,05-06-2025,17:06:45,Delivered,386.07
1420,680,154,Paneer Tikka,14-08-2024,10:41:25,Delivered,817.8
1421,39,181,Fish Curry,22-04-2025,16:25:56,Delivered,189.99
1422,866,49,Matar Paneer,28-07-2024,19:17:03,Cancelled,819.9
1423,197,13,Paneer Tikka,06-11-2024,01:03:48,Delivered,142.12
1424,539,198,Appam with Stew,23-03-2025,17:11:40,Delivered,624.45
1425,56,199,Biryani,04-04-2025,03:04:38,Delivered,571.83
1426,995,118,Butter Chicken,20-07-2025,23:16:57,Delivered,853.79
1427,470,166,Pav Bhaji,20-07-2025,18:56:48,Delivered,854.96
1428,24,103,Biryani,02-07-2025,21:36:26,Delivered,736.44
1429,672,193,Litti Chokha,02-05-2025,20:24:59,Delivered,182.66
1430,776,135,Vada Pav,08-02-2025,05:27:59,Cancelled,604.92
1431,830,23,Appam with Stew,12-11-2024,18:16:22,Delivered,648.67
1432,319,165,Idli Sambhar,22-07-2025,01:25:23,Delivered,882.01
1433,358,98,Matar Paneer,19-12-2024,23:10:38,Cancelled,150.86
1434,69,176,Chole Bhature,16-09-2024,00:30:32,Delivered,459.89
1435,657,175,Masala Dosa,08-10-2024,09:36:23,Delivered,783.13
1436,735,127,Chole Bhature,07-03-2025,21:02:37,Cancelled,932.59
1437,508,187,Tandoori Chicken,04-02-2025,10:45:39,Cancelled,236.98
1438,593,73,Dhokla,17-05-2025,01:57:11,Delivered,933.36
1439,467,174,Hyderabadi Biryani,30-06-2025,14:39:41,Cancelled,178.93
1440,787,125,Kadhi Pakora,24-12-2024,17:08:55,Delivered,275.29
1441,121,75,Matar Paneer,22-07-2025,12:54:15,Cancelled,194.47
1442,802,28,Appam with Stew,24-10-2024,13:33:56,Delivered,900.85
1443,136,87,Chole Bhature,07-08-2024,07:15:52,Cancelled,503.42
1444,755,99,Korma,26-03-2025,03:35:12,Cancelled,617.16
1445,935,137,Fish Curry,15-12-2024,09:12:52,Delivered,629.52
1446,555,125,Fish Curry,24-02-2025,02:46:40,Delivered,602.01
1447,437,138,Masala Dosa,01-10-2024,21:45:47,Cancelled,260.5
1448,299,141,Masala Dosa,22-07-2025,22:59:09,Cancelled,915.5
1449,40,127,Butter Chicken,06-01-2025,19:19:50,Delivered,503.55
1450,363,23,Chicken Tikka Masala,05-05-2025,19:41:04,Delivered,436.22
1451,632,47,Biryani,09-06-2025,15:51:24,Cancelled,922.95
1452,417,117,Aloo Paratha,23-07-2025,22:37:48,Cancelled,871.26
1453,533,121,Biryani,27-01-2025,12:22:15,Delivered,195.34
1454,800,192,Korma,15-08-2024,08:11:41,Delivered,196.04
1455,486,67,Dhokla,01-08-2024,23:54:45,Delivered,573.61
1456,952,195,Pav Bhaji,26-06-2025,19:57:30,Delivered,450.26
1457,779,51,Chole Bhature,06-09-2024,13:31:05,Cancelled,740.13
1458,908,169,Vada Pav,08-08-2024,08:07:13,Cancelled,654.4
1459,952,186,Rogan Josh,26-11-2024,21:16:00,Delivered,241.99
1460,157,175,Litti Chokha,02-09-2024,06:06:20,Cancelled,572.2
1461,560,198,Dhokla,07-11-2024,03:18:44,Cancelled,701.21
1462,469,99,Baingan Bharta,24-06-2025,11:02:19,Delivered,632.81
1463,432,18,Masala Dosa,03-11-2024,01:52:26,Cancelled,969.76
1464,860,189,Idli Sambhar,03-06-2025,07:11:36,Delivered,306.21
1465,376,174,Dhokla,16-01-2025,00:29:00,Cancelled,128.54
1466,75,33,Paneer Tikka,12-06-2025,12:12:36,Delivered,158.13
1467,27,192,Fish Curry,31-10-2024,21:55:31,Cancelled,823.13
1468,141,195,Korma,03-01-2025,02:39:27,Cancelled,574.59
1469,839,163,Chicken Tikka Masala,08-05-2025,08:16:34,Delivered,680.49
1470,485,70,Masala Dosa,02-09-2024,03:05:25,Cancelled,115.03
1471,394,193,Pesarattu,13-12-2024,02:05:16,Delivered,645.77
1472,12,67,Kebabs,17-01-2025,08:24:46,Delivered,580.03
1473,627,31,Palak Paneer,22-07-2025,00:56:14,Cancelled,217.39
1474,880,141,Dhokla,02-05-2025,03:25:17,Cancelled,293.66
1475,398,36,Litti Chokha,19-11-2024,12:12:41,Delivered,444.18
1476,597,200,Palak Paneer,11-10-2024,05:37:03,Cancelled,799.96
1477,138,63,Paneer Tikka,19-04-2025,14:04:19,Delivered,869.68
1478,165,124,Vada Pav,15-07-2025,23:56:24,Cancelled,724.66
1479,261,80,Masala Dosa,21-02-2025,14:20:21,Cancelled,662.85
1480,441,59,Kadhi Pakora,07-08-2024,14:52:47,Delivered,328.34
1481,918,14,Matar Paneer,13-08-2024,22:34:42,Delivered,148.2
1482,801,29,Butter Chicken,18-10-2024,11:22:22,Delivered,298.29
1483,357,55,Matar Paneer,24-08-2024,03:35:17,Delivered,648.77
1484,205,121,Aloo Paratha,06-12-2024,16:52:56,Delivered,280.34
1485,168,70,Chicken Tikka Masala,07-11-2024,21:12:41,Delivered,132.57
1486,840,114,Rajma Chawal,22-04-2025,02:26:52,Cancelled,621.82
1487,49,35,Kebabs,25-07-2025,21:34:31,Cancelled,918.6
1488,253,130,Masala Dosa,10-05-2025,17:44:35,Delivered,428.41
1489,391,71,Pav Bhaji,05-03-2025,02:56:56,Delivered,301.94
1490,514,186,Hyderabadi Biryani,13-12-2024,02:02:59,Cancelled,111.89
1491,190,178,Matar Paneer,25-04-2025,15:53:59,Delivered,300.27
1492,798,40,Appam with Stew,10-04-2025,17:07:10,Cancelled,835.35
1493,747,8,Kadhi Pakora,19-03-2025,18:20:04,Delivered,240.79
1494,58,43,Kebabs,30-01-2025,21:06:10,Delivered,219.49
1495,385,29,Chole Bhature,30-10-2024,08:54:37,Cancelled,896.95
1496,683,115,Palak Paneer,20-11-2024,11:32:08,Delivered,956.04
1497,75,120,Litti Chokha,25-03-2025,02:22:37,Delivered,101.1
1498,717,81,Rogan Josh,31-01-2025,02:26:44,Delivered,939.72
1499,540,132,Pav Bhaji,24-09-2024,04:46:55,Delivered,702.64
1500,401,175,Kadhi Pakora,28-12-2024,21:29:20,Cancelled,207.48
1501,973,45,Kebabs,06-01-2025,11:21:18,Cancelled,199.43
1502,487,8,Appam with Stew,13-05-2025,13:37:01,Delivered,277.29
1503,43,49,Idli Sambhar,22-03-2025,08:54:31,Cancelled,173.85
1504,37,157,Kebabs,22-05-2025,09:32:47,Delivered,645.32
1505,729,194,Chicken Tikka Masala,18-10-2024,17:29:09,Cancelled,370.88
1506,128,24,Rajma Chawal,03-11-2024,01:33:35,Delivered,188.67
1507,643,87,Chicken Tikka Masala,17-12-2024,10:45:56,Cancelled,614.9
1508,585,163,Pav Bhaji,13-07-2025,19:02:56,Cancelled,691.97
1509,94,7,Pesarattu,12-10-2024,16:07:13,Cancelled,510.18
1510,86,66,Matar Paneer,09-09-2024,22:05:05,Delivered,325.04
1511,903,181,Chole Bhature,25-12-2024,09:13:29,Delivered,850.5
1512,904,14,Biryani,10-05-2025,13:58:23,Delivered,138.52
1513,444,43,Kadhi Pakora,24-12-2024,16:25:51,Delivered,291.41
1514,289,160,Palak Paneer,30-10-2024,19:32:38,Cancelled,460.99
1515,239,197,Pesarattu,02-03-2025,19:11:38,Delivered,487.36
1516,449,43,Pav Bhaji,05-07-2025,21:08:59,Delivered,914.33
1517,989,38,Aloo Paratha,31-01-2025,06:19:39,Delivered,703.78
1518,783,140,Baingan Bharta,10-11-2024,18:09:35,Delivered,731.94
1519,761,128,Pesarattu,09-12-2024,06:43:46,Cancelled,668.99
1520,442,101,Vada Pav,27-03-2025,22:24:00,Cancelled,429.31
1521,342,117,Chole Bhature,05-09-2024,10:24:14,Cancelled,111.96
1522,995,66,Idli Sambhar,11-01-2025,09:02:52,Delivered,742.99
1523,558,19,Rogan Josh,20-08-2024,14:51:25,Cancelled,296.5
1524,127,73,Paneer Tikka,08-06-2025,23:19:51,Delivered,233.39
1525,708,118,Masala Dosa,11-12-2024,02:03:30,Cancelled,819.56
1526,905,108,Idli Sambhar,14-02-2025,06:48:43,Delivered,350.45
1527,56,23,Biryani,28-06-2025,09:20:34,Delivered,424.53
1528,533,28,Pav Bhaji,03-06-2025,04:32:48,Delivered,528.84
1529,864,196,Korma,13-01-2025,20:37:33,Cancelled,833.41
1530,966,62,Kebabs,21-02-2025,05:42:25,Delivered,377.88
1531,975,90,Butter Chicken,22-08-2024,18:42:10,Delivered,240.03
1532,259,89,Matar Paneer,11-04-2025,22:41:48,Delivered,356.4
1533,368,63,Baingan Bharta,29-09-2024,01:42:50,Delivered,545.85
1534,592,111,Korma,20-01-2025,20:59:03,Cancelled,794.37
1535,903,61,Kadhi Pakora,07-11-2024,08:04:30,Delivered,655.79
1536,214,178,Butter Chicken,11-08-2024,19:50:52,Cancelled,495.26
1537,335,123,Chole Bhature,17-07-2025,18:59:37,Cancelled,384.25
1538,119,163,Appam with Stew,30-12-2024,15:58:23,Delivered,599.05
1539,122,5,Pesarattu,16-04-2025,22:13:30,Delivered,663.67
1540,931,125,Chicken Tikka Masala,14-01-2025,22:57:22,Cancelled,345.29
1541,599,104,Kadhi Pakora,26-09-2024,20:41:57,Delivered,789.43
1542,546,31,Pav Bhaji,03-08-2024,20:01:12,Cancelled,242.12
1543,237,95,Litti Chokha,28-10-2024,15:12:50,Delivered,412.4
1544,881,135,Baingan Bharta,30-04-2025,21:24:57,Delivered,473.33
1545,22,118,Chole Bhature,11-06-2025,09:15:00,Delivered,586.73
1546,869,92,Baingan Bharta,18-06-2025,06:55:46,Delivered,916
1547,84,77,Hyderabadi Biryani,18-12-2024,11:08:24,Delivered,994.96
1548,307,153,Butter Chicken,25-01-2025,15:41:04,Delivered,553.74
1549,200,135,Masala Dosa,02-04-2025,14:39:04,Delivered,964.91
1550,22,63,Chole Bhature,20-08-2024,06:18:50,Delivered,465.86
1551,7,16,Rogan Josh,20-11-2024,10:23:40,Delivered,344.03
1552,480,163,Kadhi Pakora,11-01-2025,10:44:46,Delivered,668.74
1553,215,176,Butter Chicken,04-08-2024,17:36:40,Delivered,551.69
1554,41,163,Matar Paneer,03-01-2025,19:18:51,Delivered,534.45
1555,963,78,Appam with Stew,11-05-2025,02:02:45,Delivered,387.47
1556,657,71,Pav Bhaji,12-08-2024,19:55:39,Cancelled,495.98
1557,426,89,Idli Sambhar,17-04-2025,07:45:25,Delivered,792.86
1558,370,52,Biryani,15-11-2024,13:21:53,Delivered,376.05
1559,781,171,Pesarattu,06-10-2024,09:54:52,Delivered,360.89
1560,379,15,Baingan Bharta,27-05-2025,22:44:44,Delivered,898.26
1561,985,30,Hyderabadi Biryani,29-05-2025,07:41:02,Delivered,811.33
1562,440,95,Rogan Josh,14-12-2024,00:41:39,Delivered,247.75
1563,807,134,Palak Paneer,23-02-2025,02:13:05,Cancelled,445.62
1564,951,112,Baingan Bharta,13-07-2025,15:28:05,Delivered,471.2
1565,711,37,Aloo Paratha,26-06-2025,04:26:44,Delivered,410.27
1566,859,101,Pav Bhaji,09-01-2025,14:30:53,Delivered,330.98
1567,114,189,Baingan Bharta,13-12-2024,15:54:59,Delivered,164
1568,662,76,Litti Chokha,22-02-2025,10:00:50,Delivered,597.18
1569,839,133,Palak Paneer,23-07-2025,05:57:16,Cancelled,471.24
1570,582,99,Matar Paneer,07-06-2025,23:12:37,Delivered,635.72
1571,901,153,Vada Pav,21-10-2024,12:09:06,Delivered,835.26
1572,96,95,Kadhi Pakora,26-12-2024,08:56:25,Cancelled,196.74
1573,660,73,Fish Curry,07-09-2024,19:38:52,Cancelled,992.95
1574,353,28,Kebabs,22-06-2025,11:25:10,Delivered,339.89
1575,315,110,Butter Chicken,18-04-2025,10:16:06,Delivered,266.13
1576,665,54,Idli Sambhar,17-01-2025,11:10:43,Cancelled,483.51
1577,515,139,Vada Pav,30-08-2024,11:18:11,Delivered,241.23
1578,169,28,Kebabs,27-07-2024,01:02:19,Cancelled,382.2
1579,32,53,Hyderabadi Biryani,01-03-2025,18:50:13,Cancelled,502.04
1580,254,148,Kebabs,19-04-2025,14:02:31,Cancelled,447.75
1581,625,26,Chole Bhature,17-11-2024,00:20:18,Cancelled,344.55
1582,318,90,Vada Pav,21-10-2024,09:42:21,Delivered,663.75
1583,175,102,Baingan Bharta,17-04-2025,05:53:42,Cancelled,966.24
1584,241,155,Butter Chicken,05-04-2025,07:54:57,Cancelled,900.67
1585,312,73,Chicken Tikka Masala,29-10-2024,10:46:13,Delivered,479.96
1586,811,57,Butter Chicken,28-11-2024,09:01:09,Delivered,138.38
